Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Paayum Puli,1985,130,Action,6.7,138,S.P. Muthuraman,Rajinikanth,Radha,Aachi Manorama
Meri Jung,1985,164,"Action, Drama",7.3,"1,210",Subhash Ghai,Anil Kapoor,Girish Karnad,Nutan
Pighalta Aasman,1985,155,"Comedy, Drama, Romance",6.1,31,Shammi,Esmayeel Shroff,Shashi Kapoor,Rakhee Gulzar
Mohabbat,1985,134,Romance,5.5,104,Bapu,Anil Kapoor,Vijayata Pandit,Aruna Irani
AandhiToofan,1985,144,Drama,6.1,49,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
Zabardast,1985,159,"Action, Drama",5.3,101,Nasir Hussain,Sanjeev Kumar,Sunny Deol,Rajiv Kapoor
Sohni Mahiwal,1985,142,"Action, Drama, Romance",6.1,263,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol
Haqeeqat,1985,148,"Crime, Drama",4.6,22,Rama Rao Tatineni,Asrani,Raj Babbar,Beena Banerjee
Oru Kaidhiyin Diary,1985,152,"Crime, Drama, Thriller",7,230,Bharathiraja,Kamal Haasan,Revathi,Radha
Yudh,1985,155,"Action, Crime, Drama",6.2,174,Rajiv Rai,Jackie Shroff,Anil Kapoor,Tina Ambani
Phaansi Ke Baad,1985,141,Drama,6,17,Harmesh Malhotra,Shatrughan Sinha,Hema Malini,Shakti Kapoor
Aaj Ka Daur,1985,153,"Action, Drama",5.1,40,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
Meraa Ghar Mere Bachche,1985,150,"Drama, Family",4.7,20,Chander Vohra,Raj Babbar,Smita Patil,Meenakshi Sheshadri
Holi,1985,120,"Comedy, Drama",7.4,557,Ketan Mehta,Ashutosh Gowariker,Aamir Khan,Rahul Ranade
Hamara Shahar  Bombay Our City,1985,82,Documentary,7.8,43,Anand Patwardhan,Deepa Arora,Rita Bhatia,Supriya Pathak
Hum Naujawan,1985,137,"Drama, Thriller",5.3,69,Dev Anand,Dev Anand,Bunty Behl,Richa Sharma
Damul,1985,106,Drama,6.7,127,Prakash Jha,Manohar Singh,Annu Kapoor,Sreela Majumdar
Jaan Ki Baazi,1985,139,Action,4.7,43,Ajay Kashyap,Sanjay Dutt,Anita Raj,Anuradha Patel
Chaar Maharathi,1985,137,Action,4.5,8,S. Waris Ali,Tina Ambani,Master Bunty,Mithun Chakraborty
Mahaguru,1985,92,"Action, Comedy, Crime",4.9,21,S.S. Ravichandra,Gulshan Grover,Shafi Inamdar,Jeetendra
Aghaat,1985,138,"Drama, Crime",7.1,120,Govind Nihalani,Om Puri,Bharat Gopy,Pankaj Kapur
Dekha Pyar Tumhara,1985,138,"Comedy, Drama",5.6,38,Virendra Sharma,Kamal Haasan,Rati Agnihotri,Deven Verma
Shri Datta Darshanam,1985,143,"Musical, Drama",8.2,19,Kamalakara Kameshwara Rao,Sarvadaman Banerjee,Ramana Murthi J.V.,Jyotirmayi
Yadon Ki Kasam,1985,137,Action,6,32,Vinod Dewan,Mithun Chakraborty,Zeenat Aman,Shakti Kapoor
Hoshiyar,1985,147,"Action, Comedy, Drama",4.7,33,K. Raghavendra Rao,Jeetendra,Shatrughan Sinha,Asrani
Surkhiyaan The Headlines,1985,134,"Action, Crime, Drama",5.4,16,Ashok Tyagi,Naseeruddin Shah,Moon Moon Sen,Suresh Oberoi
Meri Adaalat,1984,131,"Action, Thriller",5.1,22,A.T. Raghu,Rajinikanth,Zeenat Aman,Sonia Sahni
Yaadon Ki Zanjeer,1984,128,Drama,5.4,18,Shibu Mitra,Sunil Dutt,Shashi Kapoor,Reena Roy
Sharaabi,1984,180,"Comedy, Drama, Romance",7.4,"2,716",Prakash Mehra,Amitabh Bachchan,Bharat Bhushan,Chandrashekhar
Paar,1984,141,Drama,7.6,450,Goutam Ghose,Naseeruddin Shah,Shabana Azmi,Utpal Dutt
Tohfa,1984,159,"Drama, Romance",5.2,121,K. Raghavendra Rao,Jeetendra,Jaya Prada,Sridevi
Ghar Ek Mandir,1984,156,Drama,5.5,75,K. Bapaiah,Shashi Kapoor,Moushumi Chatterjee,Mithun Chakraborty
Bindiya Chamkegi,1984,139,"Comedy, Family",5.1,18,Tarun Dutt,Rekha,Vinod Mehra,Johnny Walker
Yeh Desh,1984,150,"Action, Drama",5.8,38,Rama Rao Tatineni,Jeetendra,Kamal Haasan,Zeenat Aman
Haisiyat,1984,185,"Action, Drama, Romance",4.9,26,Narayana Rao Dasari,Jeetendra,Jaya Prada,Pran
Jeene Nahi Doonga,1984,133,Action,5.9,55,Rajkumar Kohli,Dharmendra,Shatrughan Sinha,Raj Babbar
Gangvaa,1984,126,"Action, Drama",5.3,26,Rajasekhar,Rajinikanth,Shabana Azmi,Sarika
Maan Maryada,1984,139,Action,3.7,13,R.P. Swamy,Naseeruddin Shah,Rameshwari,Deepak Parashar
Aaj Ki Awaz,1984,137,"Action, Drama, Crime",5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
Saaransh,1984,137,Drama,8.2,"1,781",Mahesh Bhatt,Rohini Hattangadi,Anupam Kher,Soni Razdan
Enakkul Oruvan,1984,149,"Action, Drama",6.5,126,S.P. Muthuraman,Kamal Haasan,Shobana,Sathyaraj
All Rounder,1984,128,"Action, Drama",4.8,31,Mohan Kumar,Kumar Gaurav,Rati Agnihotri,Vinod Mehra
Aaj Kaa MLA Ram Avtar,1984,157,"Action, Drama",5.8,65,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
Teri Baahon Mein,1984,120,Romance,6.1,22,Umesh Mehra,Mohnish Bahl,Ayesha Shroff,Navin Nischol
Chandrawal,1984,109,Drama,8.3,39,Jayant Prabhakar,Usha Sharma,Jagat Singh Jakhar,Raju Maan
Party,1984,110,Drama,7.2,494,Govind Nihalani,Deepa Sahi,Ila Arun,Raju Barot
Utsav,1984,145,"Drama, Music, Romance",6.9,361,Girish Karnad,Rekha,Amjad Khan,Kulbhushan Kharbanda
Ram Tera Desh,1984,140,Drama,5.8,13,Swaroop Kumar,Hema Malini,Ashok Kumar,Vijayendra Ghatge
Sharara,1984,135,Action,6.8,27,S.V. Rajendra Singh Babu,Raaj Kumar,Hema Malini,Shatrughan Sinha
Phulwari,1984,158,"Drama, Family",5.8,6,Mukul Dutt,Debashree Roy,Shashi Puri,Ashok Saraf
Kamla,1984,120,Drama,7.1,55,Jag Mundhra,Shabana Azmi,Deepti Naval,Marc Zuber
Shapath,1984,128,Action,4.3,11,Ravikant Nagaich,Raj Babbar,Smita Patil,Ranjeet
Kasam Paida Karne Wale Ki,1984,145,"Action, Drama",5.7,131,Babbar Subhash,Mithun Chakraborty,Smita Patil,Salma Agha
Rakta Bandhan,1984,126,"Action, Comedy, Crime",5.3,14,Rajat Rakshit,Rati Agnihotri,Birbal,Mithun Chakraborty
Aasmaan,1984,145,"Drama, Mystery",4.8,12,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani
Aan Aur Shaan,1984,130,Drama,6.4,37,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
Maati Maangey Khoon,1984,128,"Action, Thriller",5.4,17,Raj Khosla,Shatrughan Sinha,Rekha,Raj Babbar
Lakhon Ki Baat,1984,136,"Comedy, Musical, Romance",6.8,126,Basu Chatterjee,Sanjeev Kumar,Farooq Shaikh,Anita Raj
Maqsad,1984,166,"Action, Crime",5.9,83,K. Bapaiah,Rajesh Khanna,Jeetendra,Jaya Prada
Khandhar,1984,106,Drama,7.2,242,Mrinal Sen,Shabana Azmi,Annu Kapoor,Pankaj Kapur
Awaaz,1984,150,"Action, Drama, Romance",6.2,46,Shakti Samanta,Rajesh Khanna,Jaya Prada,Rakesh Roshan
My Dear Kuttichaathan,1984,96,"Action, Adventure, Comedy",7.5,391,Jijo Punnoose,Arvind,Sonia,Suresh
Sasural,1984,164,"Drama, Family",5.4,11,Govind Moonis,Arun Govil,Sadhana Singh,Bharat Bhushan
Divorce,1984,133,"Romance, Drama",5.7,7,N.D. Kothari,Sharmila Tagore,Girish Karnad,Vijayendra Ghatge
Duniya,1984,169,"Action, Drama",7,192,Ramesh Talwar,Ashok Kumar,Dilip Kumar,Rishi Kapoor
Zameen Aasmaan,1984,133,"Family, Drama",5.5,44,Bharat Rangachary,Shashi Kapoor,Rakhee Gulzar,Rekha
Kai Kodukkam Kai,1984,131,"Action, Drama",6.3,75,J. Mahendran,Chinnijayanth,Y.G. Mahendran,Rajinikanth
Andhi Gali,1984,152,"Drama, Thriller",5.5,13,Buddhadev Dasgupta,Deepti Naval,Mahesh Bhatt,Anil Chatterjee
Purana Mandir,1984,144,"Comedy, Drama, Horror",6.4,492,Shyam Ramsay,Tulsi Ramsay,Mohnish Bahl,Arti Gupta
Pet Pyaar Aur Paap,1984,128,"Drama, Family",6.3,30,Durai,Raj Babbar,Smita Patil,Tanuja
Pakhandi,1984,138,Drama,6.5,26,Samir Ganguly,Shashi Kapoor,Sanjeev Kumar,Zeenat Aman
Karishmaa,1984,130,"Crime, Thriller",6.5,43,I.V. Sasi,Kamal Haasan,Reena Roy,Tina Ambani
Giddh The Vulture,1984,103,Drama,6.8,64,T.S. Ranga,Om Puri,Smita Patil,Nana Patekar
Asha Jyoti,1984,142,"Drama, Family, Romance",6.3,44,Narayana Rao Dasari,Rajesh Khanna,Reena Roy,Rekha
Jawaani,1984,160,"Romance, Action, Drama",5.6,19,Ramesh Behl,Karan Shah,Neelam Kothari,Moushumi Chatterjee
Bad Aur Badnaam,1984,135,"Family, Thriller",6.2,12,Feroz Chinoy,Sanjeev Kumar,Parveen Babi,Shatrughan Sinha
Khabardar,1984,167,Family,5.9,23,Rama Rao Tatineni,Amitabh Bachchan,Kamal Haasan,Jaya Prada
Sunny,1984,114,"Drama, Romance",5.6,128,Raj Khosla,Sunny Deol,Amrita Singh,Dharmendra
Mohan Joshi Hazir Ho,1984,130,Drama,7.1,153,Saeed Akhtar Mirza,Bhisham Sahni,Dina Pathak,Mohan Gokhale
Qaidi,1984,110,"Action, Drama",6.1,30,S.S. Ravichandra,Asrani,Urmila Bhatt,Bharat Bhushan
Pyasa Shaitan,1984,100,Horror,5,54,Joginder Shelly,Kamal Haasan,Joginder Shelly,Madhu Malhotra
Meraa Dost Meraa Dushman,1984,129,Action,5.2,12,Raj Khosla,Shatrughan Sinha,Smita Patil,Geeta Behl
Mashaal,1984,162,"Action, Drama, Family",7.3,655,Yash Chopra,Anil Kapoor,Dilip Kumar,Waheeda Rehman
Baazi,1984,125,Action,6.3,65,Raj N. Sippy,Dharmendra,Rekha,Mithun Chakraborty
Jagir,1984,135,"Action, Adventure, Drama",6.4,156,Pramod Chakravorty,Dharmendra,Zeenat Aman,Mithun Chakraborty
Ab Ayega Mazaa,1984,128,Comedy,6.6,85,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra
Wanted Dead or Alive,1984,145,"Action, Crime, Drama",6.5,36,Ambrish Sangal,Mithun Chakraborty,Tina Ambani,Asrani
Bhooka Sher,1984,165,Action,4.8,12,I.V. Sasi,Aachi Manorama,Rajinikanth,Seema
Inquilaab,1984,152,"Action, Drama, Thriller",5.8,271,Rama Rao Tatineni,Amitabh Bachchan,C.S. Dubey,Utpal Dutt
Abodh,1984,132,Drama,5.8,109,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma
Tarkeeb,1984,136,"Action, Crime, Drama",4.6,9,Ravikant Nagaich,Mithun Chakraborty,Leena Das,Dinesh Hingoo
Hanste Khelte,1984,108,Crime,5.7,23,Dayanand,Mithun Chakraborty,Zarina Wahab,Vijayendra Ghatge
Tarang,1984,171,Drama,6.9,47,Kumar Shahani,Amol Palekar,Smita Patil,Shreeram Lagoo
Mandi,1983,167,"Comedy, Drama",7.5,744,Shyam Benegal,Shabana Azmi,Smita Patil,Naseeruddin Shah
Bandhan Kuchchey Dhaagon Ka,1983,124,"Drama, Family",7.1,36,Anil Sharma,Shashi Kapoor,Zeenat Aman,Rakhee Gulzar
Mangal Pandey,1983,136,"Action, Crime, Drama",5.9,29,Harmesh Malhotra,Ranjit Sood,Ajit,Harbans Darshan M. Arora
Andhaa Kaanoon,1983,155,"Action, Drama",6.1,666,Rama Rao Tatineni,Amitabh Bachchan,Rajinikanth,Hema Malini
Film Hi Film,1983,133,"Comedy, Drama, Music",5.8,23,Hiren Nag,Pran,Ramesh Deo,Seema Deo
Souten,1983,160,"Drama, Musical, Romance",5.7,196,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani,Padmini Kolhapure
Faraib,1983,131,"Action, Thriller",4.5,14,Rajat Rakshit,Mithun Chakraborty,Ranjeeta Kaur,Shreeram Lagoo
Masoom,1983,165,Drama,8.4,"3,771",Shekhar Kapur,Naseeruddin Shah,Shabana Azmi,Jugal Hansraj
Kaya Palat,1983,121,"Comedy, Fantasy",6.7,14,Satyen Bose,Suresh Chatwal,Anoop Kumar,Ashok Kumar
Coolie,1983,177,"Action, Comedy, Drama",6.6,"2,123",Manmohan Desai,Prayag Raj,Amitabh Bachchan,Waheeda Rehman
Arpan,1983,144,"Drama, Romance",6.2,74,J. Om Prakash,Jeetendra,Reena Roy,Parveen Babi
Durdesh,1983,143,"Action, Crime, Drama",6.2,33,Ambrish Sangal,Shashi Kapoor,Sharmila Tagore,Parveen Babi
Ek Baar Chale Aao,1983,137,Drama,6.7,13,Jagdish Sidana,Asrani,Bharat Bhushan,Jankidas
Himmatwala,1983,179,"Action, Comedy, Drama",4.5,275,K. Raghavendra Rao,Sridevi,Jeetendra,Amjad Khan
Zara Si Zindagi,1983,149,"Drama, Family, Romance",7.7,93,K. Balachander,Kamal Haasan,Anita Raj,Arjun Chakraborty
Shubh Kaamna,1983,138,"Comedy, Drama",6.3,16,K. Viswanath,Rati Agnihotri,Asrani,Utpal Dutt
Avtaar,1983,150,Drama,7.2,571,Mohan Kumar,Rajesh Khanna,Shabana Azmi,Sujit Kumar
Ardh Satya,1983,130,"Crime, Drama",8.2,"1,599",Govind Nihalani,Om Puri,Smita Patil,Amrish Puri
Ek Jaan Hain Hum,1983,151,"Family, Romance",6.5,51,Rajiv Mehra,Rakesh Bedi,Avtar Gill,Gulshan Grover
Thoongathey Tambi Thoongathey,1983,137,Drama,6.4,108,S.P. Muthuraman,Kamal Haasan,Radha,Goundamani
Hero,1983,173,"Action, Drama, Romance",6.7,810,Subhash Ghai,Sanjeev Kumar,Shammi Kapoor,Jackie Shroff
Humse Na Jeeta Koi,1983,120,Comedy,5.3,9,Shibu Mitra,Amjad Khan,Randhir Kapoor,Raj Kiran
Katha,1983,141,"Comedy, Drama",7.8,"1,113",Sai Paranjape,Naseeruddin Shah,Farooq Shaikh,Deepti Naval
Rang Birangi,1983,180,Comedy,7.1,520,Hrishikesh Mukherjee,Amol Palekar,Parveen Babi,Farooq Shaikh
Jeet Hamaari,1983,149,Action,4.8,22,R. Thyagaraajan,Rakesh Roshan,Rajinikanth,Ranjeeta Kaur
Chatpati,1983,130,Comedy,5.9,7,V. Ravindra,Smita Patil,Raj Kiran,Reema Lagoo
Bade Dil Wala,1983,146,"Drama, Action, Crime",6.3,118,Bhappi Sonie,Rishi Kapoor,Tina Ambani,Sarika
Doosri Dulhan,1983,153,"Drama, Family",6.9,15,Lekh Tandon,Victor Banerjee,Sharmila Tagore,Shabana Azmi
Pukar,1983,161,"Action, Drama, Musical",6,316,Ramesh Behl,Amitabh Bachchan,Zeenat Aman,Randhir Kapoor
Qayamat,1983,139,"Action, Crime, Drama",6,62,Raj N. Sippy,Dharmendra,Smita Patil,Jaya Prada
Puli Bebbuli,1983,149,"Action, Family, Drama",6.3,15,K.S.R. Das,Krishnamraju,Chiranjeevi,Jaya Prada
Rachna,1983,118,Family,4.8,12,Sathish,Anil Kapoor,Deepak Shankar,Jezebel
Ganga Meri Maa,1983,145,Drama,5.7,7,Shyam Ralhan,Vikas Anand,Birbal,Danny Denzongpa
Hum Se Hai Zamana,1983,119,Action,6,47,Deepak Bahry,Mithun Chakraborty,Zeenat Aman,Danny Denzongpa
Jaane Bhi Do Yaaro,1983,132,"Comedy, Crime, Drama",8.4,"13,465",Kundan Shah,Naseeruddin Shah,Ravi Baswani,Bhakti Barve
Main Awara Hoon,1983,148,"Drama, Family",5.2,38,Ashim S. Samanta,Sanjay Dutt,Raj Babbar,Jaya Prada
Thanga Magan,1983,141,"Action, Drama",6.1,100,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima
Adutha Varisu,1983,122,Drama,5.5,76,S.P. Muthuraman,Rajinikanth,Sridevi,Varalakshmi S.
Mazdoor,1983,170,"Drama, Romance",6.5,99,Ravi Chopra,Dilip Kumar,Nanda,Raj Babbar
Adi Shankaracharya,1983,130,"Biography, Drama",7.3,240,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt
Betaab,1983,162,"Family, Romance",6.6,532,Rahul Rawail,Shammi Kapoor,Nirupa Roy,Prem Chopra
Woh Jo Hasina,1983,121,Romance,4.6,10,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Pran
Woh 7 Din,1983,139,"Drama, Romance",7.6,"1,145",Bapu,Anil Kapoor,Padmini Kolhapure,Naseeruddin Shah
Jaani Dost,1983,153,"Action, Comedy, Drama",5.8,70,K. Raghavendra Rao,Dharmendra,Jeetendra,Parveen Babi
Justice Chaudhury,1983,156,"Drama, Action, Comedy",5.6,75,K. Raghavendra Rao,Jeetendra,Hema Malini,Sridevi
Kissi Se Na Kehna,1983,140,"Comedy, Romance",7.4,603,Hrishikesh Mukherjee,Farooq Shaikh,Deepti Naval,Utpal Dutt
Bekaraar,1983,121,"Drama, Romance",3.7,27,Rajendra Prasad V.B.,Sanjay Dutt,Padmini Kolhapure,Ashok Kumar
Sampoorna Mahabharat,1983,155,"Action, Adventure, Drama",7.8,10,Babubhai Mistry,Jayshree Gadkar,Arvind Kumar,Dinesh Mehta
Agar Tum Na Hote,1983,161,"Drama, Family",6.4,152,Lekh Tandon,Rajesh Khanna,Rekha,Raj Babbar
Mahaan,1983,181,"Action, Comedy, Drama",6.1,423,S. Ramanathan,Ashok Kumar,Waheeda Rehman,Amitabh Bachchan
Kaun Kaisey,1983,127,Crime,6.4,45,Neelu Arora,Beena Bannerjee,Bina,Ardhendu Bose
Karate,1983,127,"Action, Drama, Musical",6.2,56,Deb Mukherjee,Mithun Chakraborty,Deb Mukherjee,Kaajal Kiran
Khuda Hafiz,1983,91,Drama,8.1,27,Kidar Nath Sharma,Ratna Bhooshan,Shibana Dutta,Urmila Matondkar
Godam,1983,140,Drama,7.1,37,Dilip Chitre,Satyadev Dubey,Madan Jain,Achyut Potdar
Mujhe Insaaf Chahiye,1983,133,"Drama, Romance",6.5,45,Rama Rao Tatineni,Rati Agnihotri,Mithun Chakraborty,Rekha
Prem Tapasya,1983,137,"Drama, Romance",6.1,25,Narayana Rao Dasari,Jeetendra,Rekha,Reena Roy
Mawaali,1983,150,"Action, Drama",5.4,76,K. Bapaiah,Jeetendra,Sridevi,Jaya Prada
Sweekar Kiya Maine,1983,170,"Comedy, Drama",6.1,22,Zaheer D. Lari,Vinod Mehra,Shabana Azmi,Prema Narayan
Sadma,1983,141,"Drama, Romance",8.4,"3,004",Balu Mahendra,Kamal Haasan,Sridevi,Gulshan Grover
Sun Meri Laila,1983,143,Romance,6.9,11,Chander H. Bahl,Birbal,Deepika Chikhalia,Iftekhar
Nishaan,1983,131,"Action, Drama, Family",6.3,43,Surendra Mohan,Sikandar Khanna,Rajesh Khanna,Jeetendra
Ghazab,1982,162,"Action, Comedy, Drama",6.8,137,C.P. Dixit,Seema Deo,Dharmendra,Krishan Dhawan
Shriman Shrimati,1982,145,"Comedy, Drama, Family",6.4,139,Vijay Reddy,Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan
Aadharshila,1982,154,Drama,6.4,19,Ashok Ahuja,Dolly Ahluwalia,Raja Bundela,Neena Gupta
Namkeen,1982,112,"Drama, Family",7.6,420,Gulzar,Sanjeev Kumar,Sharmila Tagore,Shabana Azmi
Sun Sajna,1982,138,"Drama, Family, Romance",6.3,21,Chander H. Bahl,Mithun Chakraborty,Ranjeeta Kaur,Iftekhar
Insaan,1982,150,"Action, Drama, Family",5.4,29,Narendra Bedi,Jeetendra,Vinod Khanna,Reena Roy
Chorni,1982,149,"Comedy, Drama",5.3,39,Jyoti Swaroop,Jeetendra,Neetu Singh,Shreeram Lagoo
Sant Gyaneshwar,1982,129,"Biography, History",6.5,10,Sudhir Dalvi,Kanan Kaushal,Mahesh Kothare,Dev Kumar
Heeron Ka Chor,1982,133,Action,3.4,9,S.K. Kapur,Mithun Chakraborty,Chandrashekhar,Leena Das
Samraat,1982,161,"Action, Adventure, Comedy",5.8,146,Mohan Segal,Dharmendra,Jeetendra,Hema Malini
Ranga,1982,133,"Action, Drama",6.2,100,R. Thyagaraajan,Rajinikanth,Radhika Sarathkumar,S.A. Ashokan
Vakil Babu,1982,150,"Drama, Mystery",7.3,85,Asit Sen,Zeenat Aman,Raj Kapoor,Shashi Kapoor
Billa Ranga,1982,113,"Action, Crime, Family",7.5,53,K.S.R. Das,Chiranjeevi,Mohan Babu,Radhika Sarathkumar
Sawaal,1982,123,"Drama, Family, Romance",6.1,56,Ramesh Talwar,Sanjeev Kumar,Waheeda Rehman,Shashi Kapoor
Ayaash,1982,131,Romance,5.1,34,Shakti Samanta,Sanjeev Kumar,Rati Agnihotri,Arun Govil
Bezubaan,1982,137,"Drama, Romance",7.3,70,Bapu,Shubham Kumar Singh,Shashi Kapoor,Reena Roy
Aadat Se Majboor,1982,105,"Action, Crime, Drama",5.5,28,Ambrish Sangal,Mithun Chakraborty,Rameshwari,Madan Puri
Prem Rog,1982,183,"Drama, Musical, Romance",7.2,913,Raj Kapoor,Shammi Kapoor,Nanda,Tanuja
Swami Dada,1982,151,"Action, Drama",6.3,87,Dev Anand,T.K. Desai,Dev Anand,Mithun Chakraborty
Arth,1982,138,"Drama, Romance",7.9,"1,308",Mahesh Bhatt,Shabana Azmi,Kulbhushan Kharbanda,Smita Patil
Satyajit Ray,1982,131,"Documentary, Biography",7.2,103,Shyam Benegal,Victor Banerjee,Smita Patil,Om Puri
Johny I Love You,1982,171,"Action, Romance",4.9,36,Rakesh Kumar,Sanjay Dutt,Rati Agnihotri,Suresh Oberoi
Bheegi Palkein,1982,142,Romance,6.4,18,Sisir Misra,Raj Babbar,Smita Patil,Dina Pathak
Vijeta,1982,151,Drama,7.3,275,Govind Nihalani,Shashi Kapoor,Rekha,Supriya Pathak
Lakshmi,1982,134,Drama,5,10,B.S. Thapa,Reena Roy,Raj Babbar,Ranjeet
Dial 100,1982,145,"Action, Crime, Drama",6.1,17,S. Ramanathan,Ashok Kumar,Vinod Mehra,Bindiya Goswami
Satte Pe Satta,1982,160,"Action, Comedy, Drama",7.2,"3,139",Raj N. Sippy,Amitabh Bachchan,Hema Malini,Ranjeeta Kaur
Gopichand Jasoos,1982,150,"Comedy, Thriller",5.9,124,Naresh Kumar,Raj Kapoor,Zeenat Aman,I.S. Johar
Meharbaani,1982,140,Drama,6.1,22,Ajit Singh Deol,A. Nairang,Mahendra Sandhu,Sarika
Aamne Samne,1982,143,"Action, Crime, Drama",6.4,53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
Baghavat,1982,144,"Action, Romance",6.4,66,Ramanand Sagar,Dharmendra,Hema Malini,Reena Roy
Ustadi Ustad Se,1982,134,"Action, Crime, Drama",3.8,34,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Vinod Mehra
Haathkadi,1982,156,"Family, Drama, Thriller",5.4,28,Surendra Mohan,Sanjeev Kumar,Reena Roy,Shatrughan Sinha
Sakalakala Vallavan,1982,138,"Action, Comedy, Romance",6.6,223,S.P. Muthuraman,Kamal Haasan,Ambika,Silk Smitha
Hari Darshan,1982,160,Fantasy,7.5,45,Chandrakant,Abhi Bhattacharya,Satyajeet,Jayshree Gadkar
Anmol Sitaare,1982,153,Drama,7,5,Geethapriya,Master Baboo,Rakesh Bedi,Ramesh Deo
Disco Dancer,1982,135,"Drama, Musical, Romance",6.4,"1,291",Babbar Subhash,Mithun Chakraborty,Kim,Kalpana Iyer
Umbartha,1982,151,Drama,6.6,128,Jabbar Patel,Smita Patil,Girish Karnad,Shrikant Moghe
Teri Kasam,1982,195,Romance,6.7,48,A.C. Trilogchander,Kumar Gaurav,Poonam Dhillon,Girish Karnad
Saath Saath,1982,117,Drama,7.1,264,Raman Kumar,Deepti Naval,Farooq Shaikh,Satish Shah
Teri Maang Sitaron Se Bhar Doon,1982,155,Family,5,11,Raj Khosla,Nutan,Padmini Kolhapure,Raj Kiran
Shakti,1982,166,"Action, Crime, Drama",7.7,"1,959",Ramesh Sippy,Dilip Kumar,Amitabh Bachchan,Rakhee Gulzar
Gandhi,1982,191,"Biography, Drama, History",8,"2,20,118",Richard Attenborough,Ben Kingsley,John Gielgud,Rohini Hattangadi
Daulat,1982,150,"Action, Crime, Drama",6.1,35,Mohan Segal,Vinod Khanna,Zeenat Aman,Amjad Khan
Dard Ka Rishta,1982,152,Drama,7,64,Sunil Dutt,Sunil Dutt,Reena Roy,Smita Patil
Angoor,1982,131,Comedy,8.3,"4,924",Gulzar,Sanjeev Kumar,Moushumi Chatterjee,Deven Verma
Nadiya Ke Paar,1982,143,"Drama, Romance",7.9,863,Govind Moonis,Sachin Pilgaonkar,Sadhana Singh,Inder Thakur
Spandan,1982,135,Drama,6.1,9,Biplab Roy Chowdhury,Utpal Dutt,Anita Kanwar,Amol Palekar
Tumhare Bina,1982,139,"Drama, Family",5.6,11,Satyen Bose,Suresh Oberoi,Swaroop Sampat,Master Ravi
Do Dishayen,1982,149,"Drama, Romance",6,20,Dulal Guha,Dharmendra,Shreeram Lagoo,Nirupa Roy
Kaamchor,1982,135,"Drama, Family",6.6,131,K. Viswanath,Rakesh Roshan,Jaya Prada,Tanuja
KhudDaar,1982,169,"Action, Drama",6.9,365,Ravi Tandon,Sanjeev Kumar,Amitabh Bachchan,Vinod Mehra
Raj Mahal,1982,157,"Action, Drama",6.1,19,K. Parvez,Vinod Khanna,Neetu Singh,Asrani
Bazaar,1982,120,"Drama, Family",7.3,481,Sagar Sarhadi,Farooq Shaikh,Smita Patil,Naseeruddin Shah
Vidhaata,1982,168,"Action, Drama",7.2,360,Subhash Ghai,Tom Alter,Harbans Darshan M. Arora,Birbal
Teesri Aankh,1982,151,"Action, Thriller",6.4,73,Subodh Mukherji,Dharmendra,Shatrughan Sinha,Zeenat Aman
Badle Ki Aag,1982,158,"Action, Drama",4.8,59,Rajkumar Kohli,Sunil Dutt,Dharmendra,Jeetendra
Rustom,1982,139,Drama,6.3,23,Dara Singh,Dara Singh,Tanuja,Sohrab Modi
Bemisal,1982,142,"Drama, Family",7,386,Hrishikesh Mukherjee,Amitabh Bachchan,Rakhee Gulzar,Vinod Mehra
Dil Akhir Dil Hai,1982,216,Drama,5.5,15,Esmayeel Shroff,Rakhee Gulzar,Parveen Babi,Naseeruddin Shah
Anokha Bandhan,1982,134,Drama,7.4,94,Mehul Kumar,Shabana Azmi,Seema Deo,Aruna Irani
Jeevan Dhaara,1982,137,"Family, Drama",6.6,70,Rama Rao Tatineni,Rekha,Amol Palekar,Raj Babbar
Shaukeen,1982,127,Comedy,7.2,446,Basu Chatterjee,Ashok Kumar,A.K. Hangal,Utpal Dutt
Yeh To Kamaal Ho Gaya,1982,136,"Action, Comedy, Drama",6.5,34,Rama Rao Tatineni,Kamal Haasan,Poonam Dhillon,Ranjeet
